-1.898812	0.6391502332887772
-1.859009	0.6392739833374247
-1.819048	0.6397475694186346
-1.779244	0.6401857492736006
-1.738807	0.6405752764795857
-1.698528	0.6412328153520984
-1.659042	0.6419322117620964
-1.619239	0.6426291594656562
-1.579595	0.6436291499206577
-1.53995	0.6445104259036177
-1.49983	0.6458177620961705
-1.460186	0.6471658119802484
-1.419907	0.6483243770053091
-1.379469	0.6501966272228351
-1.339666	0.6518727021257156
-1.299863	0.6532474104327176
-1.260219	0.655043086062657
-1.220257	0.657341931499548
-1.180296	0.6591283344239061
-1.140651	0.6617776179750224
-1.100214	0.6646189484034989
-1.059776	0.6679255070221022
-1.019815	0.6709226931721413
-0.9803287	0.6746416152812137
-0.9406843	0.6785074469597943
-0.9008813	0.682542365147561
-0.8610782	0.6866452517630818
-0.8211165	0.6919190983384429
-0.7805206	0.6976262083894028
-0.7402418	0.7040131713432962
-0.7005973	0.7104913587447715
-0.6607943	0.7183159611448633
-0.6209912	0.725029526298977
-0.5811881	0.7349219408586481
-0.5413851	0.7452984773009858
-0.501582	0.7562750137859745
-0.4608275	0.7690223259396323
-0.4207073	0.7843085513009739
-0.3810628	0.799059561890472
-0.3414183	0.8126207669518065
-0.3017738	0.8314858819772704
-0.2618122	0.8500729865220767
-0.2221677	0.8634682163726131
-0.1753411	0.8784014709448076
-0.1400877	0.9157456944730625
-0.1002237	0.9367405316071317
-0.06032798	0.9424561518438708
0.05956519	1.0690585798466716
0.09947677	1.0968301849105533
0.13942	1.1329323733390444
0.1792999	1.1797253355077444
0.2193699	1.2371719303297173
0.2593924	1.2993796189612334
0.3169973	1.4169868246920898
0.3382467	1.4428710931913022
0.3780498	1.5167119741554107
0.4180114	1.5941058722267005
0.4576559	1.6769298799281849
0.497459	1.7607726370233856
0.5382135	1.8416395945258524
0.5780166	1.927442714961131
0.6178196	2.0128167706131825
0.6576227	2.0982381059560433
0.6972672	2.1849490132875027
0.7370702	2.2732458658576253
0.7768733	2.3602675119921104
0.8169935	2.446860857156355
0.8579066	2.5328082643465004
0.8977097	2.620886747924461
0.9373541	2.7106305208266677
0.9771572	2.7972043289340136
1.017119	2.8861062800964863
1.056922	2.9734534892945086
1.096725	3.0614044362440365
1.136528	3.1492014104053565
1.1776	3.2324822860088154
1.217403	3.3187758167948482
1.257206	3.4050364202729884
1.29685	3.490075624935101
1.336653	3.574164429506334
1.376456	3.6583494633221845
1.463674	3.8601018249805046
1.497134	3.914681213109914
1.536779	3.993787938762669
1.576582	4.071852707568797
1.616385	4.149334123729579
1.656346	4.22427979451456
1.695991	4.299603949956223
1.735794	4.375643572584316
1.775756	4.444907191444488
1.816669	4.518917470874238
1.856472	4.592410924288482
1.896275	4.666990743254752
1.936078	4.734418180571991
1.975881	4.803131768932589
